atomical_number,atomical_id,atommap_number,sort,atomical_bitworkc,filepath,bitworkc_number
57141,ab761704095c44fbf14bedd6721077e3a19ce1274ee5d447ea040eb1f515851di0,761,3,ab761,761.atommap.svg,761
57144,ab757ef6ec8ad80b7f23da54f672701c86b7114acdaedb7a6fa4ceffac2dc4edi0,757,0,ab757,757.atommap.svg,757
57145,ab98acbc2f195db574f58563fb3f1f996ac383be8f59ca5ec15796eb9691086bi0,98,3,ab98,98.atommap.svg,98
57146,ab72000db7e202e0a066a3b3ce438deb42b05e1de3e921f710e871c6fe5a9a7di0,720,0,ab720,720.atommap.svg,720
57147,ab747056795a69f6c4e4feec29d39141e98c095567c6394e37dba95d2cfd2407i0,747,1,ab747,747.atommap.svg,747
57149,ab75304511aac497ed142d5e1765d95a9040877d5d78393e9c848230d16d4a3ci0,753,2,ab753,753.atommap.svg,753
57153,ab26379f98c4826a55acbe6534ef20008d9ce0a60f3caf84ec8134c3ad2ade7ei0,263,1,ab263,263.atommap.svg,263
57154,ab761be0a6e9df3782cf85a6633a5c49496704f789774c7a9f55bb50e09e01bci0,76,6,ab76,76.atommap.svg,76
57157,ab6765dbfed14876c5ee8b1c30e5921f109a3f1c8cbbe610388556888ea2dd17i0,676,1,ab676,676.atommap.svg,676
57163,ab579fae8a2e787377f0d5acf10d3e3eecf6f86eaa83ecb7fed367d11d1bd8fci0,579,1,ab579,579.atommap.svg,579
57164,ab759d038db626ffcf1e4f53028cb4e5f2bc83f2bb58f4d0a0d17ae697db00ddi0,759,1,ab759,759.atommap.svg,759
57167,ab540bf560c9d230321c2d282b72d3d1dde52df4ba5b7f50156f3f2c5ac28573i0,540,0,ab540,540.atommap.svg,540
57168,ab884862bd009c79ed7c85c512ca0e1ca2ccfee9431f11b6a629f3bde59432d4i0,8848,0,ab8848,8848.atommap.svg,8848
57171,ab81099ad91ea14b6324a35484af16d8c13fcd520bf5fcf2d9722e42e83050aai0,81,7,ab81,81.atommap.svg,81
57173,ab326e1e7de3ca5414e3bc8d99d0e98e1bbb65907ea417438d50a2b4cf9f4e25i0,326,0,ab326,326.atommap.svg,326
57175,ab759f61d1333ece185b685aad22b164dfe045689683c8e2f56421f23f633149i0,759,2,ab759,759.atommap.svg,759
57176,ab755424db5b8d86b68c902d92d4d6e18872e1ba20eae9e37c6e9a86fd60e832i0,755,0,ab755,755.atommap.svg,755
57177,ab55121db41dec114d8723a645c97762c6393587b7461e08ac95be49ed951524i0,551,0,ab551,551.atommap.svg,551
57180,ab762c62dddd74944af79e94377dbc919103222f829505a552cc0329e0b66b3ci0,762,0,ab762,762.atommap.svg,762
57184,ab27366c6baf1abbaf2914d12459d3a7e01d0e11dc0247362bfc163af1200233i0,273,0,ab273,C:\Users\85820\Desktop\pipe打图片\Atom-map-main\atommap_svg_final\273.atommap.svg,273
57185,ab232d1194044da89414c7cc52b24878c45ee36dd70327cd9b6f5284a2ba89d4i0,232,0,ab232,C:\Users\85820\Desktop\pipe打图片\Atom-map-main\atommap_svg_final\232.atommap.svg,232
57186,ab614f7addfe4efc97efd3d7273a9b82d4b27125952b8f7c50b8cac64f3ae462i0,614,0,ab614,C:\Users\85820\Desktop\pipe打图片\Atom-map-main\atommap_svg_final\614.atommap.svg,614
57187,ab239402b7daf61c29448ba0599e838ce203ccbce008b3647eb569a9dae7c96ei0,239,0,ab239,C:\Users\85820\Desktop\pipe打图片\Atom-map-main\atommap_svg_final\239.atommap.svg,239
57189,ab62255fafe79766f51a569a58940f10e6b09a1fd785b977cf3d07621ab83413i0,622,0,ab622,C:\Users\85820\Desktop\pipe打图片\Atom-map-main\atommap_svg_final\622.atommap.svg,622
57190,ab411574b647fd3341895d5f97512f302cbc904a1bd035d7daed41d62dd213e4i0,411,0,ab411,411.atommap.svg,411
57191,ab4417b6dd847dc2f2a9a2a161e0ef723ee38cd8b6ae3c44d2424e5070614d73i0,441,0,ab441,441.atommap.svg,441
57192,ab415a4c77d4050d225990b99bbbeb5013d6cdd0dae2676116ac3c40abe72bc3i0,415,0,ab415,415.atommap.svg,415
57193,ab427b490918ff2b52ba5095c802bd473a0283d2cfaea8155db2b7a38dc69130i0,427,0,ab427,427.atommap.svg,427
57194,ab4540d508adb25a6c17c31e1223c186ca714494f9c8e0cdfdfb4e9875208a12i0,454,1,ab454,454.atommap.svg,454
57195,ab4497a1521f10d61fda1b7e4db6300220e82c15311511079a69852e4b618fa0i0,449,0,ab449,449.atommap.svg,449
57196,ab3226b586fa568efa2b6845239a337c499be5073ea13c4208a3a2483811fd1bi0,322,0,ab322,322.atommap.svg,322
57197,ab3046c8a21d3d3669a8ee1081481036c474242bc9e133bc04cf5fac6f862778i0,304,0,ab304,304.atommap.svg,304
57198,ab762a74c42fd9ecb7e05515b0a5ce5a5a23d740c3eefcc9ec0d17ee9a2177f4i0,762,1,ab762,762.atommap.svg,762
57199,ab7534bac69eead541e6633e871f914f32ea01b3c3ee626a35ef83abf6115595i0,753,3,ab753,753.atommap.svg,753
57200,ab556d4af260a81df177ca0776b98f3e6d52fbe27b7f04e5e132c087946b7217i0,556,2,ab556,atommap\556.atommap.svg,556
57201,ab10886740bc262980fef2753c697ff6f69da2ab55d586037457ec04f6c33b51i0,1088,0,ab1088,1088.atommap.svg,1088
57202,ab44979998fa33047a5ea1dc342699a1d8e7f6ef4320549174ba6a966f9a9c42i0,449,1,ab449,449.atommap.svg,449
57203,ab73183f938c62f6057858ffdc5b40cf49968b24b495f69eb7e1b5b7a4108722i0,731,3,ab731,731.atommap.svg,731
57204,ab59682118e0f81be9d130cad33e59a1bf97dfaa825200fa9ff7b4711120a7d8i0,596,1,ab596,596.atommap.svg,596
57205,ab612cdedd3fdcf4a7b13f4047dfdb650ba7daa2a06ee8a4668c98968425d4a6i0,612,0,ab612,612.atommap.svg,612
57206,ab8016f6041838eb21627fb6ff87c32926ecad835728214ec6d9d5d37c106ec5i0,801,0,ab801,801.atommap.svg,801
57207,ab641c5c057cc8aa024d56845884e67cd1e7a2e4c45b8812dce834d31341ae60i0,641,1,ab641,641.atommap.svg,641
57208,ab952d4be65163dc40a2b3309b2616220388f230d08ba1182b7fd8d238edb532i0,952,0,ab952,952.atommap.svg,952
57209,ab700e8b5b986f2ec9061bbc4e229443e843c83d1adf256f02a7b78a0c956affi0,700,0,ab700,700.atommap.svg,700
57210,ab338f5a396dc3f16b3e2580a8aba2519192ef847c2f8a7e5c294dbc55bc4218i0,338,1,ab338,338.atommap.svg,338
57211,ab947299fbad52942c960ba8cfc63a8a3d7c98bdea8bbb93b25421ca98ca9e1ei0,947,0,ab947,947.atommap.svg,947
57212,ab70040c57357ee665965830d8f0588c9073042b0d95245912c82cf59dd28c70i0,700,1,ab700,700.atommap.svg,700
57215,ab955ecf0b1db548b5af3fb09ca01c8019f73d1385fd19861bf0cc7de690cef8i0,95,4,ab95,95.atommap.svg,95
57216,ab953adf53f3f44055ae4a41451c1e36994e417e959df2834ace0c4ae93ce4e9i0,953,0,ab953,953.atommap.svg,953
57219,ab7138f3a2ef0180939961dd9afe29d25ca00e1c113d576c5ae7b607cac09306i0,713,0,ab713,713.atommap.svg,713
57220,ab99954a2e96414694003b0a29451cddf1c2e561bba1136547fdb365cea03f68i0,999,1,ab999,999.atommap.svg,999
57223,ab4034fd081f1e474bb653ee817258bb9d6fff3625359b4b3328e3a500cb9268i0,403,0,ab403,403.atommap.svg,403
57224,ab520186113851130d87943bb0d3a4c54350e76e7cb3150a8ba9358ed58b0714i0,520,1,ab520,520.atommap.svg,520
57229,ab769cc96c01667a6a7521e8b5402f117677bfb4081abe8a086cea062c1fc947i0,769,1,ab769,769.atommap.svg,769
57231,ab218d4dedacc55906776f0a428481a723ac7f24696e02f7c018e377bac7abbci0,218,0,ab218,218.atommap.svg,218
57233,ab751cc9be6354da91485585a17c3e5874c49f83e5760cf2c7be2610b2866014i0,751,2,ab751,751.atommap.svg,751
57234,ab35363048c0af72efd71d09ea21ce7ef97c0688434451c79791f28da777825ei0,353,0,ab353,353.atommap.svg,353
57235,ab752e10d2e926f458232ab3ddfa093d7d724cf520b43082dc64a233a9ff6acbi0,752,2,ab752,752.atommap.svg,752
57236,ab1996aa6a185863342fd6fe6670e0bb65a4c14677c5d3244528accd4b778982i0,1996,0,ab1996,1996.atommap.svg,1996
57237,ab3031900dc0d4ec8e554419bd0d2b166db20fc2dd176420f06c20ac5959e3ddi0,303,0,ab303,303.atommap.svg,303
57239,ab7561d5cf0422e836be021bea45fedcb16b09c314b0de1c60e4d72bd66804e7i0,756,1,ab756,756.atommap.svg,756
57240,ab728182168c1f4b14c9f284fe93cf5c6425993f46cfad702364208cfaad0423i0,728,1,ab728,728.atommap.svg,728
57241,ab83500fe7dfc2f6f8e56b6653c5a054fe5d171c09d1ca6a950784db762c5100i0,835,1,ab835,835.atommap.svg,835
57242,ab7076192192cc7720845335c0f3d72b8a535a2d230e656ada0b455c1969b599i0,707,0,ab707,707.atommap.svg,707
57243,ab310efbd379f317592f8cd9f2d6264a02707ba80be7b4385918509f3b03c680i0,310,0,ab310,310.atommap.svg,310
57244,ab41334776005cda94f3805e56458e6af10e81983ff41ac79ad1e08639759bddi0,413,1,ab413,413.atommap.svg,413
57245,ab310d3dc43f32ab99a74fedce6c1a92716c3a30706b6973c907e8a4c9debb64i0,310,1,ab310,310.atommap.svg,310
57246,ab769598ab9508b885304955eb8ca8e861094ee1d57993caf95698233d098cc9i0,769,2,ab769,769.atommap.svg,769
57247,ab3963131bdd21208662775970a7c94e3171671b7fa7117cea795ebfa645fba7i0,396,0,ab396,396.atommap.svg,396
57249,ab304292a6830539f9b6372e2af67d5903f0f2dc0e549acc2bf9418c535363ebi0,304,1,ab304,304.atommap.svg,304
57250,ab23571060f0021c04cd48294b10c46e26cf369357df62e15a2112b7353b015di0,23,3,ab23,23.atommap.svg,23
57252,ab59269b0bcdf6ab096091a00099b936e8b40aeb664b14f4037e6182dd97213di0,592,0,ab592,592.atommap.svg,592
57254,ab529ff655dfc9d9102e26c4c7b6cef52a3769db4445acf5c091fcd8752df90ei0,529,0,ab529,529.atommap.svg,529
57255,ab8263e44ddb3f627674eaca593aeb0672cbb4839338d75a965ad2b78cd285c0i0,826,1,ab826,826.atommap.svg,826
57256,ab743343ede2330292f8c6d2d34f2810cdd935c6493d6708734108fd6567b208i0,743,0,ab743,743.atommap.svg,743
57257,ab879a3e83d361ff53d7f43254d8bd6256d3f246d367b08bc4ae92ebe075c7a4i0,879,1,ab879,879.atommap.svg,879
57259,ab932d6fefd3cf5d5a77c8dcdc984368ca99bb55e1b5e3de855bf57a4c7a26a7i0,932,1,ab932,932.atommap.svg,932
57261,ab776fb2c56742973ef5865e393a4ddc263d527850513181408cc00f346e9914i0,776,1,ab776,776.atommap.svg,776
57263,ab752368b6ace589e89da1fc52d0cb86fe2326ce46231ce75dc50eeaca1699dei0,752,3,ab752,752.atommap.svg,752
57265,ab5774ff1e8e6979ba2c8eb0aa2c7d1a39cb3a877490d43b58da847adf14dccei0,577,1,ab577,577.atommap.svg,577
57266,ab324e8d0177775b681cf24559baf659908625cd2d75567a93afe2c8be3af096i0,324,1,ab324,324.atommap.svg,324
57267,ab931f0918021665de4535c35b11e49f7409a630f7e40ebc07794e9ef8e9997fi0,931,1,ab931,931.atommap.svg,931
57272,ab57bdf01e6291a112f3ad9ab172756bcbfd6e4f7ce0079fb60c5e140f46761di0,57,4,ab57,57.atommap.svg,57
57277,ab831fa81813baeb2b86cc90d2bbc5eb07b42be1d8916e193aa08cfe11a765e7i0,831,0,ab831,E:\LM\Atom-map-main\831.atommap.svg,831
57278,ab10b1c9e2a7702351fad0d9b8732c4c90ed7c2cb514e5f555efe3697ad9980di0,10,3,ab10,10.atommap.svg,10
57279,ab30656c660d3808e5a2a932650f588c7d211f725a378cf6b4b007dbbfa13e4ci0,306,1,ab306,306.atommap.svg,306
57280,ab3012edc275b4f0b21ca7195e03599738e6161e766bd0237bf690ad44d3da14i0,301,0,ab301,301.atommap.svg,301
57281,ab302d29cf5076d4bfcfc90e14ddc863ab0f6678f378d2eee49abe10686874a3i0,302,0,ab302,302.atommap.svg,302
57282,ab8890acd5d81e5ccd6dc0c5c377a93a024fce522c192699f39ccab7f73baec9i0,889,0,ab889,889.atommap.svg,889
57283,ab9565f34fdaaa1a59c09ff6ada3719733cf9e8c72d5c55cfc4b8ce22b9badaei0,956,0,ab956,J:\Atom-map-main\atommap_svg_final\956.atommap.svg,956
57284,ab420d61484551c525529b49399dc48354be9d499f02f1962e38691c947b5f92i0,420,1,ab420,420.atommap.svg,420
57287,ab4321416b82ed0d1daa692e31342a69c8043ac208d790341ed97066acc55f75i0,4321,0,ab4321,4321.atommap.svg,4321
57288,ab888d07a1563bd9c847b7bad598fd05d21af1bd434a4edc6f770e4c397e9eb8i0,888,2,ab888,888.atommap.svg,888
57289,ab57199e3e60ea77c61e4493ee626564838500fe7b09904ee24e91de55878ffdi0,57,5,ab57,57.atommap.svg,57
57290,ab618d0a676132eae51ca448c5e0fa486df674796813f1c04e7fcda360fbc97ai0,6,4,ab6,6.atommap.svg,6
57291,ab179c421f01bb1fe29de12e8d6dbffb8fe9924d2a7835d86fdab5a73d606a64i0,179,0,ab179,179.atommap.svg,179
57292,ab618b73fc1d92548ae1c331e6ed08965fce7925214b1cb731c40dd11d62377di0,618,0,ab618,618.atommap.svg,618
57293,ab378c5fc1012ead7db6a603eac585156e90c4b51da3192155d5c0e5abac2a33i0,378,0,ab378,378.atommap.svg,378
57294,ab8098d8bad1b1f38addea3fafdff2e60f1f1d472675dd725477c74ad9274284i0,80,4,ab80,80.atommap.svg,80
57295,ab552c751a4566d9f2ef80cb61e64515da51c83f14906c95eb01100075b80019i0,55,4,ab55,55.atommap.svg,55
57297,ab586aa5411fd9a741d9c3369b1dff2c7cfde324ea9da2ef00da2ab040beb64ei0,586,0,ab586,586.atommap.svg,586
57298,ab991151c263afe90e72d994e923bfd979f3f98ad154959de52a5622166f51c7i0,991,0,ab991,991.atommap.svg,991
57299,ab9900e771f18d9807d68651267e6f6de7680a127e7cf9d8cf5a0afe269a5343i0,990,0,ab990,990.atommap.svg,990
57300,ab440a8b55eb0118835edaab783401402e36fcb249d69f615ebde885effae286i0,440,0,ab440,440.atommap.svg,440
57301,ab58561410285fc481918fe16b4efc26aefdef4668abd7e3446749e986755f7ai0,585,0,ab585,585.atommap.svg,585
57302,ab399b2103db33514ea93fadb207500fe6616763f4e76aa9313de490bf642f64i0,399,1,ab399,399.atommap.svg,399
57303,ab762f928a25f4ca05d3e0d69e05a09b8dcc650b33257c51c6a877a810bbbd34i0,762,2,ab762,762.atommap.svg,762
57304,ab7037cdfd62ece0b8bbc336a4b44ab3958b50413de5e31f6b1dac8d8f4b0f7fi0,703,1,ab703,703.atommap.svg,703
57305,ab771c698a2421392488a90c8b38d9abd811b4fa6573d13b1c3e007d059cabbei0,771,0,ab771,771.atommap.svg,771
57306,ab447951907562f94bcb83ae8ff49e7e19f81ce03a9ad692aef5cf9483756b37i0,447,0,ab447,447.atommap.svg,447
57307,ab457e3a96cc930c770539ecf1e6fa8c1b078f44faee08d5be0451f76f75804fi0,457,2,ab457,457.atommap.svg,457
57309,ab47cfd0b661515a9ed7ae2f006f87ee22c2d0a90c8fff6523024102f52762bbi0,47,5,ab47,47.atommap.svg,47
57311,ab62736fcdb7c5ee181468376346d7e536282e4d1b9cd76c728d48aaab81afc9i0,627,1,ab627,627.atommap.svg,627
57313,ab994980015d3ab0bdf3e7da50374a7f8bbd925dd496f324ec03f092648836dfi0,994,0,ab994,994.atommap.svg,994
57314,ab473cb4230b1f388247f25d1b574f05129469e2c795f96b5b8bd9f13a11fd0ci0,473,2,ab473,473.atommap.svg,473
57315,ab736101241cf78bdefc73930b3e96a573f00e9a34592f7b514f6ce0f285ef32i0,736,1,ab736,736.atommap.svg,736
57317,ab4821721e3daada95ce3c15e64e955dc5e3757f4fe5731c4fc0721b3c5db1eei0,4821,0,ab4821,4821.atommap.svg,4821
57318,ab999d9087669a5013e1c46546f47d78754f5d5093661f2e3a98fe8d8705d6bbi0,999,2,ab999,999.atommap.svg,999
57319,ab763f5b07413adfdb1f41ecb0aa33af3a6402802a9de4a711cfb690974e9b9ai0,763,2,ab763,763.atommap.svg,763
57322,ab1037f9b27378a3306a67f5985138a1d9160343c6cf49a2a65ff4ed91e7c472i0,103,1,ab103,D:\atommap\103.atommap.svg,103
57323,ab131354e78f32b04fa3c8cd063c3cf71d212333ddf49c226941852360c2a816i0,1313,0,ab1313,D:\atommap\1313.atommap.svg,1313
57325,ab1002b10aee86176d17754f1552c81c0b1f66936416365e77963cadc841f863i0,100,3,ab100,D:\atommap\100.atommap.svg,100
57326,ab43899c1f41349cdb1493fc4bac84d863d4eff4da8e112a9743199499cf024ai0,438,2,ab438,438.atommap.svg,438
57327,ab5827e01ff36194b100e5560834e4febb235b41e06ecb98c12f88cc90a6ec82i0,582,1,ab582,582.atommap.svg,582
57328,ab1019e5c9341e7ffd2f8e9a36cb9d91b5b0cb6c1930eee1de5fe507647dc239i0,101,0,ab101,C:\Users\fxl\Desktop\Atom-map-main\atommap_svg_final\101.atommap.svg,101
57329,ab782c71411f8a443fffad250a2cf1f5a760d5506aff5607b775e9b337662172i0,782,1,ab782,782.atommap.svg,782
57330,ab8948ce69b0c22a3a4beed5096f18ae16cc06d6f70c407f62ad4630363abfc8i0,894,0,ab894,894.atommap.svg,894
57331,ab58ac06ceeb416551f8a39affcadc7844ed2580f3009b94634bfe4e846af5aai0,58,4,ab58,58.atommap.svg,58
57332,ab6af08a209738609ebf498ab950b895c373bd7fd74e24dfab719fc76314bf4ci0,6,5,ab6,6.atommap.svg,6
57333,ab42792dff0b08780e4a5854afc5f2e8e1a909983eee91ace7c15a770d347ebfi0,427,1,ab427,427.atommap.svg,427
57334,ab4297a372c234f9b0fb122e0fb35149a6c5321cca8fedb0ba2699b3e53a53c6i0,429,2,ab429,429.atommap.svg,429
57335,ab10453a6a099e5dfb989f9d91aa61b471b29271a42a65b2f74b3bab6f7eb6e6i0,104,0,ab104,D:\atommap\104.atommap.svg,104
57336,ab105827b5af09f04e62538b20ad590b57bf067553942650937f6dde0e1d8de3i0,105,0,ab105,D:\atommap\105.atommap.svg,105
57337,ab105e1c1a0256304391480050e85899c589d0d8f2517f64dce852bf3c85d170i0,105,1,ab105,D:\atommap\105.atommap.svg,105
57338,ab10807027c92beeeb50b3e0e04c63e4a360a1b1d669c81dc23c19aeaf425dddi0,108,0,ab108,D:\atommap\108.atommap.svg,108
57339,ab1141fc7bd44b66cb22e1cb1ede7fbf21ea2c34bf461c260c932966a0bd6af6i0,114,0,ab114,D:\atommap\114.atommap.svg,114
57340,ab1218d4d236a67d4a48e70d2e85884c5081ea7ae26b14e45876b6dfa1c8809ei0,121,0,ab121,D:\atommap\121.atommap.svg,121
57341,ab996c3864dc90e5b9f17fcb7c04a9170596f4d5d1339d4ef3fff7815aaa9335i0,996,1,ab996,996.atommap.svg,996
57344,ab507546fdbf61186dd22bf61ec8a64eac9ddc8ade3a71f4856269638f712e4fi0,507,1,ab507,D:\atomicals2\507.atommap.svg,507
57345,ab927a1265cd05db718818a656aa47129e2bca7d6178ca06d937eaa928dc990bi0,927,0,ab927,E:\Atom-map-main\atommap_svg_final\927.atommap.svg,927
57346,ab7426024096b2dde900014c459b3a869167c97075bba585260beb79b23dc6c3i0,742,0,ab742,D:\Users\crypto\pow\arc20\Atom-map-main\742.atommap.svg,742
57348,ab999df79c94aa6963f017e6e03f3880be7cd805a1b34225f06feab32fa08b4ai0,999,3,ab999,999.atommap.svg,999
57350,ab93180dba37abfec79f763578a1103e90c09ee50e0cb0759651e44fdc6ae84ei0,931,2,ab931,D:\github\Atom-map\atommap_svg_final\931.atommap.svg,931
57351,ab90972e5a9ce9add3027914cbed1928be5fae984c182aeabd23d2372979340bi0,909,0,ab909,909.atommap.svg,909
57352,ab60812b1af11179f519a04cf08d5d5911734de93cb68a6f9c7b1d9953f26368i0,608,1,ab608,608.atommap.svg,608
57353,ab59979c8da40d07b4a6bfc6c3ee8888b9e7e891a682f97c08f4bea77ba82623i0,599,2,ab599,599.atommap.svg,599
57354,ab5961b05bfca91570d12784ec011a3efb8ab67ef5161f996937362effc53378i0,596,2,ab596,596.atommap.svg,596
57355,ab992c7f3bc070dc19ebb7ff93f7f071da974a792b71001ba2e14751ae6015e3i0,992,0,ab992,992.atommap.svg,992
57358,ab731380f4647d8dfb241d4cccc3bade0e2f511ec92c126a32f7ed0f82c91f9fi0,731,4,ab731,731.atommap.svg,731
57360,ab928f6b9a85d9f85b45522f2e55a2e58e37c8d0998a6a7170d92dbf86818a0fi0,928,0,ab928,928.atommap.svg,928
57361,ab1111f970d6745aaebac608ec2a5bab462a5396fc8ca3f1f780086c7ddc5021i0,1111,0,ab1111,1111.atommap.svg,1111
57362,ab83741344da92ffb53b95098b26ac1575ccf6c955614f380d74e17b5bb1d9a8i0,837,1,ab837,837.atommap.svg,837
57363,ab9990efa87fde84c1fe3ed651c5dc474be959ca93ea051cbfb21033f86c1d3bi0,999,4,ab999,999.atommap.svg,999
57364,ab10069eb6e8853eb96b5a675e0a7744abdd3f533583bd68b1ebd41c17e30d0fi0,100,4,ab100,C:\Users\fxl\Desktop\Atom-map-main\atommap_svg_final\100.atommap.svg,100
57366,ab1872e5f8508a5f760c00b3fd84cfc0b412ed5c55aef9f04a5347e93aa6978ai0,1872,0,ab1872,1872.atommap.svg,1872
57367,ab47763d74b7e291a5cab6dbed0024c8e2dda926a61a416eda2ac8463358b3fai0,477,0,ab477,477.atommap.svg,477
57368,ab45811bac225cdff0c72807926aa428d5880000587b38dae64c07e769887d93i0,458,1,ab458,458.atommap.svg,458
57369,ab465f6eeede98bcad7a802698ad72219bb66bed34b433eef383ac3c55eb5859i0,465,0,ab465,465.atommap.svg,465
57370,ab6742bf20cd85e4f165920b4d2ce6f1ea5bd08010200ebb219a237b64418a43i0,674,1,ab674,674.atommap.svg,674
57371,ab4811bc7f24f771f68957c653566ed4e85366c610963a46b66e2913edf5429ci0,481,0,ab481,481.atommap.svg,481
57372,ab51003affe3b0af17cb5faa136f527b243d64a8109416947a24ccde9cdbbeabi0,5100,0,ab5100,5100.atommap.svg,5100
57373,ab5520c147215d13e718d15fefd5e3035a65a69757e83f30f8f9d5ec8232d09bi0,5520,0,ab5520,5520.atommap.svg,5520
57374,ab8088496ef10be6e22d6bdfea5da13a8a4584ca4cbbf980c5d02a6b8401c46ei0,808,0,ab808,C:\Users\zds\yumin\Atom-map-main\atommap_svg_final\808.atommap.svg,808
57376,ab7051162b9be3fb5cfd0b27bd31126479d7e7c8428df89890c76774dd1e9244i0,705,0,ab705,705.atommap.svg,705
57377,ab90088f054840bc31dd5991d9c1d4762caa57e4bb4de338ca1a82b497221910i0,900,0,ab900,900.atommap.svg,900
57378,ab1379f9e24a3f6005fa45a61e5895d6ce5e5db5763656f25dfcfacfc5184b83i0,137,0,ab137,D:\Users\crypto\pow\arc20\Atom-map-main\137.atommap.svg,137
57379,ab53920d333dc97b2a9c524ee530c6c0af2f44689161690ce7b2fb4ae56e6877i0,539,0,ab539,539.atommap.svg,539
57381,ab4094110eb04501b0f56f5738654c602e5b84e0c25f1cecd505c36c0c4f1416i0,409,0,ab409,409.atommap.svg,409
57383,ab9061d467cbc83f27d4890da9751ea1005bd920f17a93c273e28992cfdbeb9ai0,906,1,ab906,906.atommap.svg,906
57384,ab537cf1e23c600af5fc250aa55532ee51b11705fc89bcb8e16173d885f28c95i0,537,0,ab537,537.atommap.svg,537
57386,ab74994e9ee46107756d7a03ab8fb989b3013e3d3ddb51e8e3a41052c6ab770ai0,749,0,ab749,749.atommap.svg,749
57387,ab102427652e28e8ccf0321c0318828fdbb9fd462e78ddd16fd1ad82ea23afbbi0,1024,0,ab1024,1024.atommap.svg,1024
57388,ab894d6c8d6af95c455c76888191bc13149ed0183734ec64a60ac60586742ddci0,894,1,ab894,894.atommap.svg,894
57389,ab8141002e80b88d55d019a76413d30de4a9545be2f23ec346276b7e5d454491i0,814,1,ab814,814.atommap.svg,814
57390,ab584d128090fc654c1962b438e34e13d42753ba8215a29c917f7ebad5cdb7d7i0,584,0,ab584,584.atommap.svg,584
57391,ab9904cb3284fa7f3df002ba971da8c2d994566db569242f6370b8526b6eb76di0,990,1,ab990,990.atommap.svg,990
57392,ab9938cd55e4abc71640515721544f8bb44b552644079cb443ed0dc451060219i0,993,0,ab993,993.atommap.svg,993
57393,ab375b7d9a5db55361d309ed9b98dbf42ff40993c7a89b5a3918799df4be203ei0,375,0,ab375,375.atommap.svg,375
57394,ab975fbc0b55e24e2a6855add55ce7177f64be82e65aa3ef4d0e769abd8822ebi0,975,1,ab975,975.atommap.svg,975
57395,ab7428765fb2cface3e7421ad4d9c7225c8d7a6c4d64267818630ac138e0d303i0,742,1,ab742,742.atommap.svg,742
57396,ab366ed5c1e57be39d0b4a74d1297f256a05e9b640f7cc7ddc2c9cd220352b29i0,366,0,ab366,366.atommap.svg,366
57397,ab46be9e269c111dacc816c9190a48da533fcd054786eaebee660507108a3684i0,46,3,ab46,46.atommap.svg,46
57398,ab876d29b0f1b53a15ba0fa37d2881ce8b9d4303bb586b97eca6a1a641c1ad18i0,876,1,ab876,876.atommap.svg,876
57399,ab763a3f17dcb238cd301af715fa5a00b08606fb1e2390287177dd5c4ac52aa2i0,763,3,ab763,763.atommap.svg,763
57401,ab16a0cfdf69b4048dea7ca2430f0744ba8614ed0d0b0b86eddcffc2b5f2dc2fi0,16,3,ab16,16.atommap.svg,16
57402,ab1883516323c25f4e45908d4b99a8f7a20ebc3ab5878cc9ae9785cb5518d832i0,18,3,ab18,18.atommap.svg,18
57403,ab79705964e1fa25676b9b66df1701fb41213e7014565b612e4081c92b15e798i0,797,3,ab797,797.atommap.svg,797
57405,ab153cbd26373949e1d6b8831691f3da0d5cb2acfdcdeb9201725f5590f7cecdi0,15,2,ab15,15.atommap.svg,15
57407,ab79174b0fa7f4714bd206cc5669d2f6abdb6b1f483a32ec20d398693c66d385i0,791,1,ab791,791.atommap.svg,791
57408,ab791c4bb9c0b0fa0095ad9252825cdffcbe74545f8adbf419ebdeccd386997ai0,791,2,ab791,791.atommap.svg,791
57409,ab983c18e296960ea14a0bdc8c3842cbfd90b45cfd3e432335777ef948ec35e6i0,983,0,ab983,983.atommap.svg,983
57410,ab72453fb6aba4b580b5d7363e2fd1c389271ffc71791305c2e5a09dcbcff853i0,724,1,ab724,724.atommap.svg,724
57411,ab75895754e285453d332126820decdf6e6dee18dc63159cf7787bbc172dbdbci0,758,0,ab758,758.atommap.svg,758
57418,ab770ae1c777bf9a1a86ed554df1eccdefc3b6a921bef7d89a2b4abab3bc983ei0,770,1,ab770,770.atommap.svg,770
57419,ab633ec7701bc88176b0ef711746f715df34efb6872cd1eee60c952b54358375i0,633,2,ab633,633.atommap.svg,633
57420,ab6484c21a6e023bb947329960df0dcf97f09275e241ff2e1c52b69c2107b2ddi0,648,1,ab648,648.atommap.svg,648
57421,ab9061372d26d1f2af90145df93fce854244d7a1ca1dfe7826a66d5ae27443f9i0,906,2,ab906,906.atommap.svg,906
57429,ab9167a86f1462c73174c2cab6bde688270593e58c5837f4e53ec2e4c5ab649ei0,916,1,ab916,C:\Users\zds\yumin\Atom-map-main\atommap_svg_final\916.atommap.svg,916
57431,ab100ccc531217a54bfac297af65c6692ad5a0de9de9a0e05b2d030762c93ab4i0,100,5,ab100,100.atommap.svg,100
57432,ab982466c256922bab2af284681adb56875fec8dd744695b199df86199c4eac7i0,982,0,ab982,982.atommap.svg,982
57435,ab77f5af3d9a1535b9c821fefe04d34474325f38f0af68b2e8f7c2467bee1f8fi0,77,3,ab77,77.atommap.svg,77
